,Year,Name,tenure,TEAM,AGE,GP,W,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Position,Height,Weight,Salary_Weight,Salary_Weight_l
1094,1999,Carlos Rogers,6,HOU,29,53,16,20.8,8.0,3.2,6.1,52.5,0.0,0.3,7.1,1.5,2.6,59.1,1.8,3.3,5.2,0.8,1.2,0.3,0.6,1.5,16.9,5,0,-4.0,C-F,210.82,220.0,0.061971830985915494,0.061764705882352944
1095,2000,Carlos Rogers,7,HOU,30,39,21,14.0,4.6,1.9,2.8,68.2,0.0,0.0,0.0,0.7,1.3,55.8,1.2,2.3,3.6,0.2,0.4,0.3,0.5,0.8,10.9,2,0,0.9,C-F,210.82,220.0,0.018314117647058824,0.061971830985915494
1096,1997,Todd Fuller,2,GSW,23,57,12,10.8,4.0,1.5,3.6,42.0,0.0,0.1,0.0,1.0,1.4,68.8,1.1,2.4,3.4,0.2,0.6,0.1,0.3,1.6,8.9,4,0,-0.7,C,210.82,255.0,0.04869999999999999,0.04807583643122676
1097,1998,Todd Fuller,3,UTA,24,42,30,11.1,3.4,1.3,3.0,45.2,0.0,0.0,0.0,0.7,1.2,60.0,0.7,1.7,2.4,0.1,0.6,0.1,0.3,1.4,7.3,0,0,-0.4,C,210.82,255.0,0.014264705882352941,0.04869999999999999
1098,1999,Todd Fuller,4,CHA,25,41,24,9.8,3.3,1.2,3.0,41.8,0.0,0.0,0.0,0.8,1.3,60.4,0.9,1.8,2.7,0.1,0.7,0.2,0.2,1.1,7.3,1,0,-0.4,C,210.82,255.0,0.017211267605633802,0.014264705882352941
1099,1998,Bill Curley,5,MIN,27,35,20,10.7,2.2,0.8,2.1,40.3,0.0,0.1,20.0,0.5,0.6,86.4,0.6,0.9,1.5,0.4,0.3,0.5,0.3,2.4,6.5,0,0,1.8,F,205.74,220.0,0.003466676470588235,0.05146666666666667
1100,1999,Bill Curley,6,GSW,28,28,7,11.0,2.7,1.0,2.4,42.6,0.0,0.0,0.0,0.6,0.9,72.0,0.6,1.1,1.8,0.5,0.8,0.5,0.1,2.2,6.7,0,0,-3.3,F,205.74,220.0,0.029140845070422534,0.003466676470588235
1101,1997,Cherokee Parks,2,MIN,25,79,43,21.5,7.1,2.8,5.7,49.9,0.0,0.0,0.0,1.4,2.1,65.1,1.8,3.8,5.5,0.7,0.8,0.5,1.1,3.0,18.5,3,0,-0.3,C-F,210.82,235.0,0.06666666666666667,0.04693828996282528
1102,1998,Cherokee Parks,3,MEM,26,48,7,23.3,5.5,2.5,5.7,42.9,0.0,0.0,0.0,0.6,1.1,54.5,1.6,3.5,5.1,0.8,1.0,0.6,0.6,2.4,15.2,2,0,-5.4,C-F,210.82,235.0,0.05661764705882353,0.06666666666666667
1103,1999,Cherokee Parks,4,MEM,27,56,14,14.4,3.0,1.3,2.6,49.7,0.0,0.0,0.0,0.4,0.7,64.9,1.0,2.3,3.3,0.6,0.5,0.5,0.8,2.1,11.3,1,0,-2.3,C-F,210.82,235.0,0.059154929577464786,0.05661764705882353
1104,2000,Cherokee Parks,5,LAC,28,65,23,16.2,4.6,2.1,4.2,48.9,0.0,0.1,0.0,0.5,0.7,70.5,1.1,2.4,3.5,0.7,0.6,0.4,0.6,1.9,12.1,2,0,-1.6,C-F,210.82,235.0,0.016843529411764705,0.059154929577464786
1105,2001,Cherokee Parks,6,SAS,29,42,30,5.5,1.5,0.7,2.0,36.1,0.0,0.0,0.0,0.1,0.2,37.5,0.6,0.8,1.4,0.2,0.3,0.2,0.2,0.8,4.3,0,0,-1.6,C-F,210.82,235.0,0.020484591889945617,0.016843529411764705
1106,2002,Cherokee Parks,7,LAC,30,30,9,21.5,6.3,2.7,5.4,50.3,0.0,0.1,50.0,0.8,1.3,60.5,1.5,2.9,4.4,0.7,0.6,0.5,0.7,1.7,15.6,0,0,-5.9,C-F,210.82,235.0,0.0052223083941605845,0.020484591889945617
1107,1997,Lee Mayberry,6,MEM,28,79,18,23.2,4.6,1.7,4.4,37.5,0.8,2.3,35.0,0.5,0.6,74.5,0.2,1.2,1.4,4.4,1.4,0.8,0.1,2.1,14.4,1,0,-1.0,G,185.42,172.0,0.051333333333333335,0.04907063197026022
1108,1997,George McCloud,8,PHX,31,63,39,19.3,7.2,2.7,6.8,40.5,1.1,3.3,34.1,0.6,0.8,76.5,0.7,2.7,3.5,1.3,1.0,0.9,0.2,2.1,15.6,3,0,1.6,G-F,198.12,205.0,0.025,0.01012081784386617
1109,1998,George McCloud,9,PHX,32,48,25,25.9,8.9,3.0,6.8,43.8,1.4,3.5,41.6,1.6,1.8,86.2,0.7,2.7,3.4,1.6,1.0,0.9,0.3,2.7,18.1,0,0,0.3,G-F,198.12,205.0,0.058823529411764705,0.025
1110,1999,George McCloud,10,DEN,33,78,33,27.2,10.1,3.4,8.2,41.7,1.4,3.6,37.8,1.9,2.3,81.8,0.9,2.7,3.7,3.2,1.7,0.6,0.3,2.3,20.3,2,0,-1.2,G-F,198.12,205.0,0.061971830985915494,0.058823529411764705
1111,2000,George McCloud,11,DEN,34,76,37,26.4,9.6,3.3,8.6,38.2,1.0,3.1,32.9,2.0,2.4,84.0,0.7,2.2,2.9,3.7,1.5,0.7,0.4,2.2,20.3,0,0,-2.8,G-F,198.12,205.0,0.05647058823529412,0.061971830985915494
1112,2001,George McCloud,12,DEN,35,69,22,26.5,8.8,3.0,8.3,35.8,0.9,3.2,27.0,1.9,2.4,81.0,1.0,2.7,3.6,3.0,2.1,0.8,0.3,2.5,18.8,2,0,-4.8,G-F,198.12,205.0,0.06456010528668273,0.05647058823529412
1113,1999,Tom Hammonds,10,MIN,33,56,33,6.7,2.1,0.8,1.7,43.3,0.0,0.0,0.0,0.6,1.0,58.9,0.6,1.2,1.8,0.2,0.4,0.1,0.1,1.0,4.7,0,0,-2.1,F,205.74,215.0,0.03183098591549296,0.052941176470588235
1114,2000,Tom Hammonds,11,MIN,34,7,4,4.3,1.0,0.4,1.4,30.0,0.0,0.0,0.0,0.1,0.3,50.0,0.3,0.3,0.6,0.1,0.4,0.0,0.0,1.1,1.5,0,0,1.1,F,205.74,215.0,0.042352941176470586,0.03183098591549296
1115,1997,Vitaly Potapenko,2,CLE,23,80,47,17.6,7.1,2.9,6.1,48.0,0.0,0.0,0.0,1.3,1.8,70.8,1.4,2.5,3.9,0.7,1.7,0.3,0.4,2.5,13.3,2,0,0.1,C,208.28,280.0,0.04463333333333334,0.045671375464684014
1116,1998,Vitaly Potapenko,3,BOS,24,50,20,27.9,10.0,4.1,8.2,49.5,0.0,0.0,0.0,1.8,3.1,58.7,2.3,4.4,6.6,1.5,2.0,0.7,0.7,3.4,22.5,6,0,0.1,C,208.28,280.0,0.11205882352941177,0.04463333333333334
1117,1999,Vitaly Potapenko,4,BOS,25,79,35,22.7,9.2,3.9,7.8,49.9,0.0,0.0,0.0,1.4,2.0,68.1,2.3,4.0,6.3,1.0,1.8,0.5,0.4,3.0,19.0,10,0,0.1,C,208.28,280.0,0.12084507042253521,0.11205882352941177
1118,2000,Vitaly Potapenko,5,BOS,26,82,36,23.2,7.5,3.0,6.4,47.6,0.0,0.0,0.0,1.4,1.9,72.8,2.5,3.5,6.0,0.8,1.3,0.6,0.3,2.8,17.3,7,0,-1.0,C,208.28,280.0,0.11205882352941177,0.12084507042253521
1119,2001,Vitaly Potapenko,6,BOS,27,79,47,17.0,4.6,1.7,3.8,45.5,0.0,0.0,0.0,1.1,1.5,74.2,2.1,2.3,4.4,0.4,0.8,0.5,0.2,2.2,11.7,5,0,-0.6,C,208.28,280.0,0.1300874078120732,0.11205882352941177
1120,2002,Vitaly Potapenko,7,OKC,28,26,8,15.4,4.0,1.6,3.6,44.1,0.0,0.0,0.0,0.8,1.1,75.9,1.0,2.5,3.4,0.2,1.0,0.3,0.3,1.8,9.3,0,0,-1.9,C,208.28,280.0,0.130360401459854,0.1300874078120732
1121,2003,Vitaly Potapenko,8,OKC,29,65,29,21.9,7.1,3.1,6.3,48.9,0.0,0.0,0.0,0.9,1.4,64.1,1.6,2.9,4.4,0.8,1.2,0.3,0.4,2.5,14.7,3,0,-1.3,C,208.28,280.0,0.1411271939822202,0.130360401459854
1122,2004,Vitaly Potapenko,9,OKC,30,33,16,10.2,3.5,1.4,2.6,51.7,0.0,0.0,0.0,0.8,0.9,87.1,0.9,1.5,2.4,0.3,0.4,0.2,0.1,1.6,7.3,0,0,-0.4,C,208.28,280.0,0.06707070707070706,0.1411271939822202
1123,2005,Vitaly Potapenko,10,SAC,31,33,17,10.7,2.5,1.1,2.2,52.1,0.0,0.0,0.0,0.3,0.5,58.8,0.8,1.1,1.9,0.3,0.5,0.1,0.1,1.5,5.2,0,0,-1.9,C,208.28,280.0,0.06915562247106427,0.06707070707070706
1124,1997,Corliss Williamson,2,SAC,24,79,25,35.6,17.7,7.1,14.4,49.5,0.0,0.1,0.0,3.5,5.6,63.0,2.1,3.6,5.6,2.9,2.5,1.0,0.6,3.2,31.1,6,0,-3.5,F,200.66,245.0,0.016666666666666666,0.04459182156133829
1125,1998,Corliss Williamson,3,SAC,25,50,27,27.5,13.2,5.4,11.1,48.5,0.0,0.1,20.0,2.4,3.8,63.8,1.7,2.4,4.1,1.3,1.5,0.6,0.2,2.4,20.9,0,0,-1.3,F,200.66,245.0,0.10470588235294118,0.016666666666666666
1126,1999,Corliss Williamson,4,SAC,26,76,41,22.5,10.3,4.1,8.2,50.0,0.0,0.0,0.0,2.1,2.8,76.9,1.6,2.2,3.8,1.1,1.4,0.5,0.3,2.5,17.3,2,0,-0.4,F,200.66,245.0,0.11098591549295775,0.10470588235294118
1127,2000,Corliss Williamson,5,DET,27,69,32,24.4,11.6,4.7,9.4,50.2,0.0,0.0,0.0,2.2,3.4,63.7,1.6,3.1,4.7,0.9,1.6,0.7,0.3,2.7,20.0,4,0,1.4,F,200.66,245.0,0.09411764705882353,0.11098591549295775
1128,2001,Corliss Williamson,6,DET,28,78,47,21.9,13.6,5.3,10.3,51.0,0.0,0.1,20.0,3.1,3.8,80.5,1.5,2.6,4.1,1.2,1.8,0.6,0.3,2.9,21.5,4,0,1.8,F,200.66,245.0,0.11174294157085744,0.09411764705882353
1129,2002,Corliss Williamson,7,DET,29,82,50,25.1,12.0,4.6,10.1,45.3,0.0,0.1,18.2,2.9,3.7,79.0,1.8,2.6,4.4,1.3,1.5,0.5,0.3,2.9,20.2,2,0,4.2,F,200.66,245.0,0.11405109489051095,0.11174294157085744
1130,2003,Corliss Williamson,8,DET,30,79,52,19.9,9.5,3.8,7.6,50.5,0.0,0.0,0.0,1.8,2.5,73.1,1.1,2.1,3.2,0.7,1.4,0.4,0.3,2.6,15.0,1,0,2.3,F,200.66,245.0,0.12537041258263049,0.11405109489051095
1131,2004,Corliss Williamson,9,SAC,31,72,37,21.3,10.3,3.8,8.1,46.7,0.0,0.0,0.0,2.7,3.4,79.9,1.4,2.2,3.6,1.1,1.2,0.5,0.2,3.0,17.2,2,0,-0.2,F,200.66,245.0,0.12121212121212122,0.12537041258263049
1132,2005,Corliss Williamson,10,SAC,32,37,19,9.8,3.4,1.2,2.8,41.7,0.1,0.1,100.0,1.0,1.3,77.6,0.6,1.2,1.8,0.4,0.8,0.2,0.1,1.5,6.2,0,0,0.6,F,200.66,245.0,0.12232991436905995,0.12121212121212122
1133,1999,Monty Williams,6,ORL,28,75,39,20.0,8.7,3.5,7.2,48.9,0.0,0.1,40.0,1.6,2.2,74.1,1.3,2.1,3.3,1.4,1.5,0.6,0.2,2.5,15.9,0,0,-1.9,F,203.2,225.0,0.028169014084507043,0.015
1134,2000,Monty Williams,7,ORL,29,82,43,14.7,5.0,2.0,4.4,44.5,0.0,0.2,7.7,1.0,1.6,63.9,1.0,1.9,3.0,1.0,1.0,0.4,0.2,1.7,10.6,0,0,-2.2,F,203.2,225.0,0.018314117647058824,0.028169014084507043
1135,2001,Monty Williams,8,ORL,30,68,36,18.9,7.1,2.9,5.3,54.7,0.0,0.1,0.0,1.3,2.0,65.7,1.2,2.3,3.5,1.4,1.3,0.7,0.3,2.0,15.0,3,0,-1.8,F,203.2,225.0,0.02203657718954086,0.018314117647058824
1136,2002,Monty Williams,9,PHI,31,21,12,13.2,4.4,1.6,3.8,42.5,0.0,0.1,0.0,1.1,1.5,75.0,0.6,1.6,2.1,1.2,0.8,0.6,0.2,1.6,10.4,0,0,2.4,F,203.2,225.0,0.02281021897810219,0.02203657718954086
1137,1997,Avery Johnson,8,SAS,33,75,50,35.6,10.2,4.3,8.9,47.8,0.0,0.2,15.4,1.6,2.2,72.6,0.4,1.6,2.0,7.9,2.2,1.1,0.2,1.9,26.3,12,0,3.4,G,177.8,175.0,0.1,0.11152416356877323
1138,1998,Avery Johnson,9,SAS,34,50,37,33.5,9.7,4.4,9.2,47.3,0.0,0.2,8.3,1.0,1.8,56.8,0.4,1.9,2.4,7.4,2.2,1.0,0.2,2.0,25.1,8,0,6.0,G,177.8,175.0,0.09411764705882353,0.1
1139,1999,Avery Johnson,10,SAS,35,82,53,31.4,11.2,4.9,10.4,47.3,0.0,0.1,11.1,1.4,1.9,73.5,0.4,1.5,1.9,6.0,1.7,0.9,0.2,1.8,24.2,5,0,3.1,G,177.8,175.0,0.22535211267605634,0.09411764705882353
1140,2000,Avery Johnson,11,SAS,36,55,40,23.4,5.6,2.4,5.5,44.7,0.0,0.1,16.7,0.7,1.1,68.3,0.4,1.2,1.5,4.3,1.1,0.6,0.1,1.6,14.9,0,0,3.2,G,177.8,175.0,0.10677647058823529,0.22535211267605634
1141,2001,Avery Johnson,12,DAL,37,68,27,19.9,7.9,3.0,6.4,47.9,0.0,0.1,0.0,1.8,2.4,74.2,0.2,0.8,1.0,4.2,1.1,0.6,0.1,1.3,16.4,6,0,-2.3,G,177.8,175.0,0.12395520349631248,0.10677647058823529
1142,2002,Avery Johnson,13,DAL,38,48,39,8.9,3.3,1.3,3.1,42.0,0.0,0.0,0.0,0.6,0.8,76.9,0.2,0.4,0.6,1.3,0.6,0.3,0.0,0.5,6.4,0,0,-0.9,G,177.8,175.0,0.12421532846715329,0.12395520349631248
1143,2003,Avery Johnson,14,GSW,39,46,22,13.8,4.6,1.7,4.3,40.2,0.0,0.1,0.0,1.1,1.7,66.7,0.1,0.7,0.7,2.4,1.1,0.6,0.1,0.7,9.9,1,0,-1.3,G,177.8,175.0,0.0250740825165261,0.12421532846715329
1144,1997,Aaron McKie,4,PHI,25,81,34,22.4,4.1,1.7,4.7,36.5,0.1,0.8,19.0,0.5,0.7,76.4,0.7,2.1,2.9,2.2,0.9,1.2,0.2,2.0,14.0,0,0,0.3,G,195.57999999999998,209.0,0.04766666666666667,0.04591078066914498
1145,1998,Aaron McKie,5,PHI,26,50,28,19.2,4.8,1.9,4.7,40.1,0.1,0.6,19.4,0.9,1.2,71.0,0.5,2.3,2.8,2.0,1.1,1.3,0.1,1.8,14.0,0,0,-1.3,G,195.57999999999998,209.0,0.04776470588235294,0.04766666666666667
1146,1999,Aaron McKie,6,PHI,27,82,49,23.8,8.0,3.0,7.2,41.1,0.5,1.5,36.4,1.5,1.8,82.9,0.6,2.4,3.0,2.9,1.4,1.3,0.2,2.4,19.2,0,0,0.6,G,195.57999999999998,209.0,0.051211267605633805,0.04776470588235294
1147,2000,Aaron McKie,7,PHI,28,76,51,31.5,11.6,4.4,9.4,47.3,0.7,2.2,31.2,2.0,2.6,76.8,0.4,3.7,4.1,5.0,2.7,1.4,0.1,2.3,25.7,8,2,4.4,G,195.57999999999998,209.0,0.09411764705882353,0.051211267605633805
1148,2001,Aaron McKie,8,PHI,29,48,26,30.6,12.2,4.6,10.2,44.9,1.1,2.7,39.8,2.0,2.5,78.7,0.5,3.5,4.0,3.7,1.9,1.2,0.3,1.5,25.1,1,0,2.4,G,195.57999999999998,209.0,0.11174294157085744,0.09411764705882353
1149,2002,Aaron McKie,9,PHI,30,80,47,29.7,9.0,3.6,8.3,42.9,0.5,1.4,33.0,1.4,1.7,83.6,0.8,3.6,4.4,3.5,1.4,1.6,0.1,2.2,23.4,1,0,2.6,G,195.57999999999998,209.0,0.11405109489051095,0.11174294157085744
1150,2003,Aaron McKie,10,PHI,31,75,30,28.2,9.2,3.5,7.7,45.9,1.0,2.3,43.6,1.1,1.5,75.7,0.6,2.8,3.4,2.6,1.4,1.1,0.3,1.9,20.1,0,0,-0.6,G,195.57999999999998,209.0,0.12537041258263049,0.11405109489051095
1151,2004,Aaron McKie,11,PHI,32,68,35,16.6,2.2,0.9,2.1,43.0,0.3,0.9,32.3,0.1,0.2,62.5,0.3,2.2,2.5,1.5,0.5,0.7,0.3,1.7,10.0,0,0,0.2,G,195.57999999999998,209.0,0.17171717171717168,0.12537041258263049
1152,2005,Aaron McKie,12,LAL,33,14,9,8.7,0.5,0.2,0.9,25.0,0.0,0.1,0.0,0.1,0.1,50.0,0.2,1.2,1.4,0.8,0.1,0.4,0.0,0.5,4.3,0,0,-1.4,G,195.57999999999998,209.0,0.15189374235438036,0.17171717171717168
1153,2006,Aaron McKie,13,LAL,34,10,4,13.1,2.2,1.1,1.7,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.7,1.8,1.3,0.8,0.4,0.0,1.4,6.7,0,0,-1.3,G,195.57999999999998,209.0,0.13931332015099765,0.15189374235438036
1154,1997,Wesley Person,4,CLE,27,82,47,39.0,14.7,5.4,11.7,46.0,2.3,5.5,43.0,1.6,2.1,77.6,0.8,3.6,4.4,2.3,1.3,1.6,0.6,1.3,28.6,0,0,2.1,G,198.12,195.0,0.14,0.13011152416356878
1155,1998,Wesley Person,5,CLE,28,45,22,29.8,11.2,4.4,9.7,45.3,1.7,4.4,37.5,0.7,1.2,60.4,0.4,2.7,3.2,1.8,0.9,0.8,0.4,1.2,20.3,0,0,-2.0,G,198.12,195.0,0.14411764705882352,0.14
1156,1999,Wesley Person,6,CLE,29,79,29,26.0,9.2,3.5,8.3,42.8,1.3,3.2,42.4,0.8,1.0,79.2,0.6,2.8,3.4,1.8,0.8,0.5,0.2,1.5,17.5,0,0,-1.1,G,198.12,195.0,0.15774647887323945,0.14411764705882352
1157,2000,Wesley Person,7,CLE,30,44,17,21.8,7.1,2.9,6.6,43.8,0.8,1.9,40.5,0.5,0.7,80.0,0.3,2.7,3.0,1.5,0.9,0.6,0.3,1.4,14.5,1,0,-1.2,G,198.12,195.0,0.14823529411764705,0.15774647887323945
1158,2001,Wesley Person,8,CLE,31,78,29,35.8,15.1,6.0,12.1,49.5,1.8,4.1,44.4,1.3,1.6,79.8,0.6,3.1,3.8,2.2,0.9,1.0,0.5,1.2,26.4,2,0,-0.5,G,198.12,195.0,0.1738223535546671,0.14823529411764705
1159,2002,Wesley Person,9,MEM,32,66,23,29.4,11.0,4.2,9.1,45.6,1.5,3.5,43.3,1.2,1.5,81.4,0.4,2.5,2.9,1.7,0.8,0.6,0.3,1.0,19.0,1,0,-0.7,G,198.12,195.0,0.17563868613138686,0.1738223535546671
1160,2003,Wesley Person,10,ATL,33,58,25,17.8,5.8,2.2,5.4,40.1,0.9,2.4,39.9,0.5,0.7,79.5,0.3,1.7,2.0,1.1,0.7,0.3,0.2,0.7,10.7,1,0,-2.3,G,198.12,195.0,0.03647139275131069,0.17563868613138686
1161,2004,Wesley Person,11,DEN,34,41,29,16.4,6.4,2.6,5.5,47.3,1.0,2.2,46.1,0.2,0.3,69.2,0.1,2.0,2.0,1.0,0.4,0.5,0.1,0.7,11.6,0,0,-0.3,G,198.12,195.0,0.03555555555555555,0.03647139275131069
1162,1997,Duane Ferrell,8,GSW,33,50,7,9.1,1.9,0.8,2.2,36.9,0.0,0.1,0.0,0.2,0.4,54.5,0.5,0.4,0.9,0.5,0.4,0.4,0.1,1.0,5.0,0,0,-3.2,F-G,200.66,209.0,0.04766666666666667,0.04591078066914498
1163,1998,Duane Ferrell,9,GSW,34,8,3,5.6,0.6,0.1,1.8,7.1,0.0,0.0,0.0,0.4,0.5,75.0,0.6,0.1,0.8,0.0,0.1,0.1,0.1,0.5,2.2,0,0,2.3,F-G,200.66,209.0,0.04779411764705882,0.04766666666666667
1164,1997,Kobe Bryant,2,LAL,19,79,58,26.1,15.4,4.9,11.6,42.8,0.9,2.8,34.1,4.6,5.8,79.4,1.0,2.1,3.1,2.5,2.0,0.9,0.5,2.3,25.2,0,0,3.3,G-F,198.12,212.0,0.04396666666666667,0.043391821561338285
1165,1998,Kobe Bryant,3,LAL,20,50,31,37.9,19.9,7.2,15.6,46.5,0.5,2.0,26.7,4.9,5.8,83.9,1.1,4.2,5.3,3.8,3.1,1.4,1.0,3.1,36.1,9,0,1.8,G-F,198.12,212.0,0.2647058823529412,0.04396666666666667
1166,1999,Kobe Bryant,4,LAL,21,66,55,38.2,22.5,8.4,17.9,46.8,0.7,2.2,31.9,5.0,6.1,82.1,1.6,4.7,6.3,4.9,2.8,1.6,0.9,3.3,42.3,12,0,8.0,G-F,198.12,212.0,0.2853521126760563,0.2647058823529412
1167,2000,Kobe Bryant,5,LAL,22,68,45,41.0,28.5,10.3,22.2,46.4,0.9,2.9,30.5,7.0,8.2,85.3,1.5,4.3,5.9,5.0,3.2,1.7,0.6,3.3,46.7,10,2,5.4,G-F,198.12,212.0,0.2647058823529412,0.2853521126760563
1168,2001,Kobe Bryant,6,LAL,23,80,56,38.3,25.2,9.4,20.0,46.9,0.4,1.7,25.0,6.1,7.4,82.9,1.4,4.1,5.5,5.5,2.8,1.5,0.4,2.9,43.0,11,1,5.6,G-F,198.12,212.0,0.30729308931985794,0.2647058823529412
1169,2002,Kobe Bryant,7,LAL,24,82,50,41.5,30.0,10.6,23.5,45.1,1.5,4.0,38.3,7.3,8.7,84.3,1.3,5.6,6.9,5.9,3.5,2.2,0.8,2.7,52.6,23,5,3.2,G-F,198.12,212.0,0.3079379562043796,0.30729308931985794
1170,2003,Kobe Bryant,8,LAL,25,65,48,37.7,24.0,7.9,18.1,43.8,1.1,3.3,32.7,7.0,8.2,85.2,1.6,3.9,5.5,5.1,2.6,1.7,0.4,2.7,42.0,10,1,4.8,G-F,198.12,212.0,0.32311374515614316,0.3079379562043796
1171,2004,Kobe Bryant,9,LAL,26,66,28,40.8,27.6,8.7,20.1,43.3,2.0,5.9,33.9,8.2,10.1,81.6,1.4,4.5,5.9,6.0,4.1,1.3,0.8,2.6,46.0,18,5,-1.8,G-F,198.12,212.0,0.3221590909090909,0.32311374515614316
1172,2005,Kobe Bryant,10,LAL,27,80,45,41.0,35.4,12.2,27.2,45.0,2.3,6.5,34.7,8.7,10.2,85.0,0.9,4.4,5.3,4.5,3.1,1.8,0.4,2.9,52.0,4,0,4.0,G-F,198.12,212.0,0.3334666415733509,0.3221590909090909
1173,2006,Kobe Bryant,11,LAL,28,77,39,40.8,31.6,10.6,22.8,46.3,1.8,5.2,34.4,8.7,10.0,86.8,1.0,4.7,5.7,5.4,3.3,1.4,0.5,2.7,48.9,10,0,1.3,G-F,198.12,212.0,0.3503617652345857,0.3334666415733509
1174,2007,Kobe Bryant,12,LAL,29,82,57,38.9,28.3,9.5,20.6,45.9,1.8,5.1,36.1,7.6,9.0,84.0,1.1,5.2,6.3,5.4,3.1,1.8,0.5,2.8,47.8,20,0,7.3,G-F,198.12,212.0,0.36234662576687116,0.3503617652345857
1175,2008,Kobe Bryant,13,LAL,30,82,65,36.1,26.8,9.8,20.9,46.7,1.4,4.1,35.1,5.9,6.9,85.6,1.1,4.1,5.2,4.9,2.6,1.5,0.5,2.3,43.6,8,2,8.0,G-F,198.12,212.0,0.3992092720970537,0.36234662576687116
1176,2009,Kobe Bryant,14,LAL,31,73,51,38.8,27.0,9.8,21.5,45.6,1.4,4.1,32.9,6.0,7.4,81.1,1.1,4.3,5.4,5.0,3.2,1.5,0.3,2.6,43.2,7,0,6.4,G-F,198.12,212.0,0.4273697539797395,0.3992092720970537
1177,2010,Kobe Bryant,15,LAL,31,73,51,38.8,27.0,9.8,21.5,45.6,1.4,4.1,32.9,6.0,7.4,81.1,1.1,4.3,5.4,5.0,3.2,1.5,0.3,2.6,43.2,7,0,6.4,G-F,198.12,212.0,0.43491994004548273,0.4273697539797395
1178,2011,Kobe Bryant,16,LAL,32,82,57,33.9,25.3,9.0,20.0,45.1,1.4,4.3,32.3,5.9,7.1,82.8,1.0,4.1,5.1,4.7,3.0,1.2,0.1,2.1,39.7,9,1,5.2,G-F,198.12,212.0,0.4797911928881538,0.43491994004548273
1179,2012,Kobe Bryant,17,LAL,33,58,36,38.5,27.9,9.9,23.0,43.0,1.5,4.9,30.3,6.6,7.8,84.5,1.1,4.3,5.4,4.6,3.5,1.2,0.3,1.8,42.1,3,0,2.4,G-F,198.12,212.0,0.5189761243374972,0.4797911928881538
1180,2013,Kobe Bryant,18,LAL,34,78,42,38.6,27.3,9.5,20.4,46.3,1.7,5.2,32.4,6.7,8.0,83.9,0.8,4.7,5.6,6.0,3.7,1.4,0.3,2.2,44.4,16,2,1.8,G-F,198.12,212.0,0.3726314120352018,0.5189761243374972
1181,2014,Kobe Bryant,19,LAL,35,6,2,29.5,13.8,5.2,12.2,42.5,0.5,2.7,18.8,3.0,3.5,85.7,0.3,4.0,4.3,6.3,5.7,1.2,0.2,1.5,26.9,0,0,-5.3,G-F,198.12,212.0,0.3571428571428572,0.3726314120352018
1182,1997,Eric Williams,2,DEN,25,4,0,36.2,19.8,6.0,15.3,39.3,0.0,0.0,0.0,7.8,11.3,68.9,2.5,2.8,5.3,3.0,2.3,1.0,0.0,2.3,31.3,0,0,-2.8,F,203.2,220.0,0.09266666666666666,0.04236133828996282
1183,1998,Eric Williams,3,DEN,26,38,11,20.4,7.3,2.1,5.8,36.5,0.2,0.7,23.1,2.9,3.7,79.9,0.9,1.2,2.1,1.0,1.3,0.7,0.2,2.0,12.8,0,0,-4.1,F,203.2,220.0,0.09811764705882353,0.09266666666666666
1184,1999,Eric Williams,4,BOS,27,68,30,20.3,7.2,2.4,5.7,42.7,0.4,1.1,34.7,2.0,2.5,79.3,0.8,1.5,2.3,1.4,1.0,0.6,0.2,2.4,13.7,0,0,-1.1,F,203.2,220.0,0.1095774647887324,0.09811764705882353
1185,2000,Eric Williams,5,BOS,28,81,36,21.5,6.6,2.0,5.5,36.2,0.6,1.7,33.1,2.0,2.9,71.4,0.8,1.8,2.6,1.4,0.9,0.8,0.2,2.2,13.7,0,0,-0.3,F,203.2,220.0,0.10465882352941176,0.1095774647887324
1186,2001,Eric Williams,6,BOS,29,74,46,23.6,6.4,1.9,5.2,37.4,0.3,1.2,27.9,2.2,3.0,73.1,0.8,2.2,3.0,1.5,1.3,1.0,0.1,2.4,14.3,0,0,2.2,F,203.2,220.0,0.12425815102679347,0.10465882352941176
1187,2002,Eric Williams,7,BOS,30,82,44,28.7,9.1,3.1,7.0,44.2,0.5,1.3,33.6,2.5,3.3,75.0,1.7,2.9,4.7,1.7,1.2,1.0,0.2,2.9,19.9,3,0,0.8,F,203.2,220.0,0.12636861313868614,0.12425815102679347
1188,2003,Eric Williams,8,CLE,31,71,38,26.5,10.0,3.3,8.4,38.6,0.5,1.8,27.6,3.0,4.0,76.0,0.9,3.1,4.0,1.7,1.2,1.0,0.1,2.5,19.5,2,0,1.3,F,203.2,220.0,0.08160474128105767,0.12636861313868614
1189,2004,Eric Williams,9,TOR,32,55,23,24.1,7.7,2.6,6.0,43.0,0.5,1.3,38.4,2.0,2.9,69.6,0.8,2.3,3.1,1.7,1.1,0.7,0.1,2.7,15.2,0,0,-1.7,F,203.2,220.0,0.07955555555555556,0.08160474128105767
