,Year,Name,tenure,TEAM,AGE,GP,W,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Position,Height,Weight,Salary_Weight,Salary_Weight_l
5724,2012,Luke Babbitt,3,POR,23,40,17,13.4,5.1,1.8,4.3,41.0,1.1,2.5,43.0,0.4,0.5,85.0,0.4,2.0,2.4,0.4,0.7,0.3,0.1,1.2,8.9,0,0,-3.6,F,205.74,225.0,0.0066121610797730025,0.03260078561091586
5725,2013,Luke Babbitt,4,POR,24,62,24,11.8,3.9,1.4,3.8,36.8,1.0,2.9,34.8,0.2,0.2,76.9,0.2,2.0,2.2,0.5,0.4,0.2,0.1,1.3,7.9,0,0,0.0,F,205.74,225.0,0.015556711329580591,0.0066121610797730025
5726,2014,Luke Babbitt,5,NOP,25,27,9,17.5,6.3,2.2,5.7,39.0,1.3,3.5,37.9,0.5,0.7,77.8,0.7,2.6,3.3,1.1,0.6,0.3,0.4,1.9,13.3,0,0,2.6,F,205.74,225.0,0.015722885714285716,0.015556711329580591
5727,2015,Luke Babbitt,6,NOP,26,63,34,13.2,4.1,1.5,3.0,47.9,0.9,1.8,51.3,0.2,0.3,68.4,0.2,1.6,1.8,0.4,0.4,0.3,0.2,1.0,7.7,0,0,-1.6,F,205.74,225.0,0.01303640206919261,0.015722885714285716
5728,2016,Luke Babbitt,7,NOP,27,47,16,18.0,7.0,2.6,6.1,42.2,0.9,2.3,40.4,0.8,1.1,78.0,0.5,2.6,3.1,1.1,0.5,0.2,0.1,1.9,13.1,1,0,-0.6,F,205.74,225.0,0.019922285126093668,0.01303640206919261
5729,2012,Kevin Seraphin,3,WAS,22,57,16,20.6,7.9,3.6,6.7,53.1,0.0,0.0,0.0,0.8,1.2,67.1,1.8,3.1,4.9,0.6,1.2,0.3,1.3,2.3,18.6,5,0,-0.6,F,205.74,285.0,0.04705453399001346,0.03096960926193922
5730,2013,Kevin Seraphin,4,WAS,23,79,27,21.8,9.1,4.2,9.1,46.1,0.0,0.0,0.0,0.8,1.1,69.3,1.4,3.0,4.4,0.7,1.6,0.3,0.7,2.7,17.0,4,0,-2.8,F,205.74,285.0,0.061820201379529045,0.04705453399001346
5731,2014,Kevin Seraphin,5,WAS,24,53,25,10.9,4.7,2.1,4.2,50.5,0.0,0.0,0.0,0.5,0.6,87.1,1.0,1.4,2.4,0.3,0.8,0.1,0.5,1.9,8.9,0,0,-0.6,F,205.74,285.0,0.0402,0.061820201379529045
5732,2015,Kevin Seraphin,6,WAS,25,79,45,15.6,6.6,2.9,5.7,51.3,0.0,0.0,0.0,0.7,1.0,70.7,1.1,2.5,3.6,0.7,1.2,0.1,0.7,2.5,13.5,1,0,-2.0,F,205.74,285.0,0.019119849590516554,0.0402
5733,2012,Eric Bledsoe,3,LAC,22,40,23,11.6,3.3,1.2,3.2,38.9,0.2,0.8,20.0,0.7,1.1,63.6,0.6,1.1,1.6,1.7,1.2,0.8,0.4,1.5,9.9,0,0,0.6,G,185.42,205.0,0.044760016360197004,0.029421128798842257
5734,2013,Eric Bledsoe,4,LAC,23,76,52,20.4,8.5,3.3,7.5,44.5,0.4,1.0,39.7,1.4,1.8,79.1,1.0,1.9,3.0,3.1,1.8,1.4,0.7,1.5,21.3,2,0,1.6,G,185.42,205.0,0.20613652580670735,0.044760016360197004
5735,2014,Eric Bledsoe,5,PHX,24,43,28,32.9,17.7,6.2,12.9,47.7,1.2,3.3,35.7,4.3,5.5,77.2,0.6,4.1,4.7,5.5,3.3,1.6,0.3,2.3,34.0,4,0,3.2,G,185.42,205.0,0.1928571428571429,0.20613652580670735
5736,2015,Eric Bledsoe,6,PHX,25,81,39,34.6,17.0,5.8,12.9,44.7,1.1,3.4,32.4,4.4,5.4,80.0,0.9,4.3,5.2,6.1,3.4,1.6,0.6,2.3,35.4,13,2,0.4,G,185.42,205.0,0.14870994125957318,0.1928571428571429
5737,2016,Eric Bledsoe,7,PHX,26,31,12,34.2,20.4,7.2,15.9,45.3,1.5,4.2,37.2,4.5,5.5,80.2,0.6,3.5,4.0,6.1,3.5,2.0,0.6,2.4,38.8,3,0,-1.6,G,185.42,205.0,0.1463271875914545,0.14870994125957318
5738,2017,Eric Bledsoe,8,PHX,27,66,22,33.0,21.1,6.8,15.7,43.4,1.6,4.7,33.5,5.9,6.9,84.7,0.8,4.1,4.8,6.3,3.4,1.4,0.5,2.5,38.5,7,1,-2.8,G,185.42,205.0,0.1472479360747627,0.1463271875914545
5739,2018,Eric Bledsoe,0,MIL,28,74,40,31.4,17.7,6.3,13.4,47.3,1.7,4.9,34.7,3.4,4.3,79.5,0.7,3.1,3.8,5.0,2.9,2.0,0.6,2.5,34.7,3,1,1.6,G,185.42,205.0,0.14316474253252703,0.1472479360747627
5740,2012,Avery Bradley,3,BOS,21,64,39,21.4,7.6,3.1,6.3,49.8,0.3,0.8,40.7,1.0,1.2,79.5,0.5,1.3,1.8,1.4,1.2,0.7,0.2,1.7,13.2,0,0,1.5,G,187.96,180.0,0.04279950237734113,0.028095927227620426
5741,2013,Avery Bradley,4,BOS,22,50,27,28.7,9.2,3.8,9.6,40.2,0.8,2.5,31.7,0.7,1.0,75.5,0.6,1.6,2.2,2.1,1.4,1.3,0.4,2.6,18.5,0,0,-0.9,G,187.96,180.0,0.11402538650598588,0.04279950237734113
5742,2014,Avery Bradley,5,BOS,23,60,19,30.9,14.9,6.0,13.8,43.8,1.3,3.3,39.5,1.5,1.9,80.4,0.8,3.0,3.8,1.4,1.6,1.1,0.2,2.4,23.6,1,0,-2.1,G,187.96,180.0,0.11043338571428574,0.11402538650598588
5743,2015,Avery Bradley,6,BOS,24,77,37,31.5,13.9,5.6,13.2,42.8,1.6,4.6,35.2,1.0,1.3,79.0,0.6,2.5,3.1,1.8,1.4,1.1,0.2,2.3,22.7,1,0,-1.1,G,187.96,180.0,0.08784150706903328,0.11043338571428574
5744,2016,Avery Bradley,7,BOS,25,76,45,33.4,15.2,6.0,13.4,44.7,1.9,5.4,36.1,1.3,1.6,78.0,0.6,2.3,2.9,2.1,1.4,1.5,0.3,2.2,25.7,0,0,2.8,G,187.96,180.0,0.08889617833752132,0.08784150706903328
5745,2017,Avery Bradley,8,BOS,26,55,34,33.4,16.3,6.5,14.1,46.3,2.0,5.0,39.0,1.2,1.7,73.1,1.2,4.9,6.1,2.2,1.6,1.2,0.2,2.6,29.6,10,0,1.3,G,187.96,180.0,0.11779834885981016,0.08889617833752132
5746,2018,Avery Bradley,0,LAC,27,46,22,31.2,14.3,5.6,13.6,41.4,1.6,4.4,36.9,1.4,1.8,76.8,0.5,2.0,2.5,2.0,2.2,1.1,0.2,2.0,22.0,0,0,-2.7,G,187.96,180.0,0.062002932013927065,0.11779834885981016
5747,2012,James Anderson,3,SAS,23,51,40,11.8,3.7,1.3,3.4,37.9,0.4,1.3,27.9,0.8,1.0,75.0,0.3,1.2,1.5,0.8,0.6,0.2,0.0,0.7,6.8,0,0,1.9,G-F,198.12,213.0,0.015612041786669847,0.015539969678175176
5748,2015,Elliot Williams,6,PHI,26,13,6,9.1,2.8,1.1,2.8,37.8,0.6,1.4,44.4,0.1,0.3,25.0,0.0,0.6,0.6,0.9,0.3,0.3,0.0,0.9,5.6,0,0,0.6,G,195.57999999999998,190.0,0.0026555346653495213,0.000824657142857143
5749,2012,Trevor Booker,3,WAS,24,50,12,25.2,8.4,3.6,6.8,53.1,0.0,0.0,50.0,1.1,1.9,60.2,2.4,4.1,6.5,0.8,1.2,1.0,0.9,2.8,21.7,4,0,-2.7,F,203.2,228.0,0.04006237325107789,0.02386603266487492
5750,2013,Trevor Booker,4,WAS,25,48,18,18.5,5.3,2.3,4.6,49.1,0.0,0.1,0.0,0.8,1.5,55.6,2.0,2.9,5.0,0.8,0.6,0.7,0.3,2.0,14.9,3,0,-3.1,F,203.2,228.0,0.07928327915642591,0.04006237325107789
5751,2014,Trevor Booker,5,WAS,26,72,36,21.6,6.8,3.1,5.6,55.1,0.0,0.0,0.0,0.7,1.1,61.8,2.1,3.2,5.3,0.9,0.8,0.6,0.6,1.8,17.2,5,0,-0.8,F,203.2,228.0,0.06821428571428573,0.07928327915642591
5752,2015,Trevor Booker,6,UTA,27,79,37,19.8,7.2,2.9,5.9,48.7,0.4,1.1,34.5,1.1,1.9,58.1,1.8,3.3,5.0,1.1,1.1,0.5,0.5,1.8,16.9,3,0,0.4,F,203.2,228.0,0.09825478261793229,0.06821428571428573
5753,2016,Trevor Booker,7,UTA,28,79,39,20.7,5.9,2.4,4.9,49.0,0.2,0.5,29.3,0.9,1.3,67.0,2.1,3.6,5.7,1.1,1.0,0.7,0.5,2.1,17.1,4,0,0.8,F,203.2,228.0,0.09658741788017318,0.09825478261793229
5754,2012,Damion James,3,BKN,24,7,1,24.4,4.9,1.9,5.0,37.1,0.0,0.1,0.0,1.1,1.7,66.7,1.0,3.7,4.7,0.4,1.7,1.0,1.0,2.4,15.4,0,0,-4.0,G-F,200.66,225.0,0.0018367047836534364,0.0008658603817793398
5755,2012,Quincy Pondexter,3,MEM,24,64,40,15.7,4.2,1.7,3.7,45.2,0.3,1.1,30.1,0.5,0.8,62.3,0.9,1.1,2.0,0.4,0.5,0.4,0.1,1.4,8.3,0,0,0.6,G-F,200.66,220.0,0.03792631094599431,0.021265247053959064
5756,2013,Quincy Pondexter,4,MEM,25,59,43,21.1,6.4,2.2,5.1,42.8,1.0,2.6,39.5,1.0,1.3,78.7,0.7,1.5,2.2,1.0,0.7,0.6,0.1,1.6,12.0,0,0,0.9,G-F,200.66,220.0,0.04988611749781971,0.03792631094599431
5757,2014,Quincy Pondexter,5,MEM,26,15,7,18.0,6.3,2.1,5.3,39.2,0.7,2.3,32.4,1.4,1.7,80.8,0.7,1.1,1.7,1.3,1.0,0.3,0.1,1.2,10.5,0,0,-7.1,G-F,200.66,220.0,0.048314614285714284,0.04988611749781971
5758,2015,Quincy Pondexter,6,NOP,27,75,48,23.9,7.2,2.5,6.0,42.1,1.2,3.3,37.3,0.9,1.3,74.0,0.7,1.9,2.6,1.3,0.7,0.3,0.3,2.0,13.2,0,0,0.1,G-F,200.66,220.0,0.038430663989887724,0.048314614285714284
5759,2012,Jordan Crawford,3,WAS,23,64,18,27.4,14.7,5.5,13.6,40.0,1.2,4.3,28.9,2.5,3.2,79.3,0.7,1.9,2.6,3.0,2.2,0.9,0.1,1.7,23.1,0,0,-4.5,G,193.04,195.0,0.0368516505052915,0.02065123010130246
5760,2012,Greivis Vasquez,3,NOP,25,66,21,25.8,8.9,3.4,7.9,43.0,0.7,2.0,31.9,1.5,1.8,82.1,0.3,2.3,2.6,5.4,2.2,0.9,0.1,1.9,21.1,6,0,-0.1,G,198.12,217.0,0.036643228412208795,0.020523051478188958
5761,2013,Greivis Vasquez,4,NOP,26,78,26,34.4,13.9,5.6,13.0,43.3,1.1,3.1,34.2,1.6,2.0,80.5,0.6,3.8,4.3,9.0,3.2,0.8,0.1,2.4,32.2,25,1,-2.3,G,198.12,217.0,0.10148259732022516,0.036643228412208795
5762,2014,Greivis Vasquez,5,TOR,27,79,46,22.5,9.6,3.5,8.3,42.1,1.4,3.7,37.7,1.2,1.4,88.0,0.3,1.9,2.2,4.1,1.6,0.4,0.1,1.8,18.1,1,0,2.1,G,198.12,217.0,0.09428571428571429,0.10148259732022516
5763,2015,Greivis Vasquez,6,TOR,28,82,49,24.3,9.5,3.6,8.8,40.8,1.6,4.3,37.9,0.6,0.8,75.8,0.3,2.4,2.6,3.7,1.5,0.6,0.1,2.2,18.7,0,0,0.9,G,198.12,217.0,0.04618321064763179,0.09428571428571429
5764,2012,Lance Stephenson,3,IND,21,42,25,10.5,2.5,1.1,3.0,37.6,0.1,0.7,13.3,0.2,0.4,47.1,0.3,1.0,1.3,1.1,0.9,0.5,0.1,0.7,6.7,0,0,-0.6,G-F,195.57999999999998,230.0,0.016724023926788116,0.01576808972503618
5765,2013,Lance Stephenson,4,IND,22,78,46,29.2,8.8,3.5,7.7,46.0,0.8,2.4,33.0,1.0,1.5,65.2,0.6,3.3,3.9,2.9,1.4,1.0,0.2,2.1,20.1,2,0,4.9,G-F,195.57999999999998,230.0,0.14270990248156665,0.016724023926788116
5766,2014,Lance Stephenson,5,IND,23,78,53,35.3,13.8,5.5,11.2,49.1,1.1,3.1,35.2,1.8,2.5,71.1,1.2,5.9,7.2,4.6,2.7,0.7,0.1,2.5,29.0,20,5,3.6,G-F,195.57999999999998,230.0,0.12857142857142856,0.14270990248156665
5767,2015,Lance Stephenson,6,CHA,24,61,23,25.8,8.2,3.4,9.0,37.6,0.3,1.7,17.1,1.1,1.8,62.7,0.6,3.9,4.5,3.9,2.1,0.6,0.1,2.2,19.7,2,0,-3.6,G-F,195.57999999999998,230.0,0.05705864482754958,0.12857142857142856
5768,2016,Lance Stephenson,7,MEM,25,69,36,19.9,8.3,3.3,6.9,48.1,0.4,1.1,38.5,1.3,1.6,78.4,0.6,2.7,3.2,1.9,1.4,0.6,0.1,2.0,16.0,1,0,-0.9,G-F,195.57999999999998,230.0,0.042182596147053775,0.05705864482754958
5769,2017,Lance Stephenson,8,IND,26,18,8,20.1,6.8,3.0,6.7,45.0,0.3,1.1,30.0,0.4,0.7,61.5,0.2,2.7,2.9,3.3,1.4,0.3,0.2,1.8,15.1,0,0,0.6,G-F,195.57999999999998,230.0,0.04367373783977461,0.042182596147053775
5770,2016,Hassan Whiteside,7,MIA,27,73,42,29.1,14.2,5.7,9.3,60.6,0.0,0.0,0.0,2.9,4.5,65.0,3.3,8.6,11.8,0.4,1.9,0.6,3.7,2.8,40.0,41,3,1.2,C,213.36,265.0,0.2399312363133622,0.23492718523947612
5771,2017,Hassan Whiteside,8,MIA,28,77,39,32.6,17.0,7.0,12.6,55.7,0.0,0.0,0.0,2.9,4.6,62.8,3.8,10.3,14.1,0.7,2.0,0.7,2.1,2.9,41.6,58,0,1.3,C,213.36,265.0,0.23985964326733356,0.2399312363133622
5772,2018,Hassan Whiteside,0,MIA,29,54,30,25.3,14.0,5.8,10.7,54.0,0.0,0.0,100.0,2.4,3.4,70.3,3.2,8.2,11.4,1.0,1.7,0.7,1.7,2.4,34.8,28,0,-1.5,C,213.36,265.0,0.2482409565695437,0.23985964326733356
5773,2010,Alonzo Gee,1,WAS,23,11,0,16.5,7.4,2.5,5.4,47.5,0.6,0.8,77.8,1.6,2.6,62.1,1.4,1.6,3.0,0.6,0.9,0.6,0.1,1.2,13.2,1,0,-0.5,G,198.12,225.0,0.014719678175177452,0.011740955137481909
5774,2011,Alonzo Gee,2,CLE,24,56,16,20.0,5.9,2.2,4.7,45.8,0.3,0.9,33.3,1.3,1.6,78.3,1.1,2.1,3.3,0.7,1.0,0.7,0.3,1.7,13.0,0,0,-4.9,G,198.12,225.0,0.0602990834539315,0.014719678175177452
5775,2012,Alonzo Gee,3,CLE,25,63,20,29.0,10.6,3.6,8.7,41.2,0.7,2.2,32.1,2.7,3.4,78.8,1.6,3.5,5.1,1.8,1.8,1.3,0.3,2.4,22.3,2,0,-3.4,G,198.12,225.0,0.055386083607423434,0.0602990834539315
5776,2013,Alonzo Gee,4,CLE,26,82,24,31.0,10.3,3.7,9.1,41.0,0.8,2.7,31.5,2.0,2.5,79.5,0.9,3.0,3.9,1.6,1.6,1.3,0.4,2.4,20.8,2,0,-4.3,G,198.12,225.0,0.016861714104495364,0.055386083607423434
5777,2014,Alonzo Gee,5,CLE,27,65,29,15.7,4.0,1.5,3.6,41.5,0.3,0.9,32.8,0.7,0.9,70.5,0.5,1.8,2.3,0.7,0.7,0.6,0.2,1.5,9.6,0,0,-3.5,G,198.12,225.0,0.01885714285714286,0.016861714104495364
5778,2015,Alonzo Gee,6,POR,28,54,21,12.2,4.5,1.6,3.4,46.8,0.2,0.6,37.1,1.0,1.4,70.1,0.7,1.1,1.7,0.5,0.6,0.6,0.1,1.1,9.0,0,0,-1.9,G,198.12,225.0,0.023957256514026536,0.01885714285714286
5779,2012,Gary Neal,3,SAS,27,56,43,21.5,9.9,3.8,8.7,43.6,1.5,3.5,41.9,0.9,1.1,78.1,0.2,1.9,2.1,2.1,1.1,0.5,0.0,1.3,16.1,0,0,2.2,G,193.04,210.0,0.055386083607423434,0.01674591689063469
5780,2013,Gary Neal,4,SAS,28,68,47,21.8,9.5,3.6,8.8,41.2,1.3,3.7,35.5,0.9,1.1,86.5,0.2,1.9,2.1,1.9,1.0,0.4,0.0,1.4,15.3,0,0,1.5,G,193.04,210.0,0.05153413145167684,0.055386083607423434
5781,2014,Gary Neal,5,CHA,29,52,19,21.4,10.5,3.7,9.1,41.0,1.3,3.5,37.8,1.8,2.0,89.5,0.2,1.5,1.7,1.6,1.2,0.3,0.0,1.3,14.8,0,0,-3.3,G,193.04,210.0,0.03055714285714286,0.05153413145167684
5782,2015,Gary Neal,6,MIN,30,54,24,22.1,10.1,3.5,9.3,37.4,0.9,3.0,30.5,2.2,2.5,86.7,0.3,2.1,2.4,1.9,1.2,0.4,0.0,1.6,15.8,0,0,-1.9,G,193.04,210.0,0.0007668440563823119,0.03055714285714286
5783,2012,Jeremy Evans,3,UTA,24,29,17,7.5,2.1,0.9,1.4,64.3,0.0,0.0,0.0,0.3,0.6,50.0,0.7,1.1,1.7,0.4,0.2,0.2,0.8,0.8,7.8,1,0,-1.9,F,205.74,200.0,0.02828950731948397,0.030924815657087726
5784,2013,Jeremy Evans,4,UTA,25,37,20,5.8,2.0,0.7,1.2,61.4,0.0,0.0,0.0,0.6,0.9,63.6,0.7,0.9,1.6,0.3,0.2,0.2,0.4,0.8,5.8,0,0,0.6,F,205.74,200.0,0.028462697217156902,0.02828950731948397
5785,2014,Jeremy Evans,5,UTA,26,66,23,18.3,6.1,2.7,5.0,52.7,0.0,0.0,0.0,0.8,1.1,68.0,1.8,2.9,4.7,0.7,0.6,0.6,0.7,2.1,16.1,3,0,-2.7,F,205.74,200.0,0.01693977142857143,0.028462697217156902
5786,2015,Jeremy Evans,6,UTA,27,38,19,7.0,2.4,0.8,1.5,55.2,0.1,0.1,40.0,0.6,0.8,82.8,0.7,1.2,1.9,0.3,0.1,0.3,0.3,0.8,6.8,0,0,0.8,F,205.74,200.0,0.01303640206919261,0.01693977142857143
5787,2016,Jeremy Evans,7,DAL,28,30,16,8.4,2.4,0.9,1.6,54.2,0.1,0.5,25.0,0.5,0.7,71.4,0.4,1.4,1.8,0.1,0.2,0.2,0.3,0.6,5.9,0,0,-1.4,F,205.74,200.0,0.0015546910478035783,0.01303640206919261
5788,2012,Landry Fields,3,NYK,24,66,36,28.7,8.8,3.6,7.8,46.0,0.5,1.8,25.6,1.2,2.1,56.2,0.9,3.3,4.2,2.6,1.5,1.2,0.3,1.5,20.5,2,0,3.2,F,200.66,210.0,0.08904378056885767,0.08614154779133071
5789,2013,Landry Fields,4,TOR,25,51,21,20.3,4.7,2.0,4.4,45.7,0.0,0.3,14.3,0.7,1.0,64.2,1.2,2.9,4.1,1.2,0.8,0.6,0.2,1.2,12.9,2,0,-0.5,F,200.66,210.0,0.13478157456592404,0.08904378056885767
5790,2012,Dexter Pittman,3,MIA,24,35,23,8.6,3.0,1.3,2.7,46.8,0.0,0.0,0.0,0.5,0.8,64.3,0.8,1.3,2.0,0.3,0.5,0.2,0.2,2.1,6.7,0,0,0.3,C,210.82,308.0,0.0018367047836534364,0.01471967817517745
5791,2014,Patrick Beverley,5,HOU,25,56,39,31.3,10.2,3.6,8.6,41.4,1.6,4.6,36.1,1.5,1.8,81.4,1.3,2.2,3.5,2.7,1.2,1.4,0.4,3.1,22.7,0,0,5.2,G,185.42,185.0,0.09266408571428572,0.014512693252992944
5792,2015,Patrick Beverley,6,HOU,26,56,35,30.8,10.1,3.6,9.5,38.3,2.1,5.8,35.6,0.8,1.1,75.0,1.2,3.0,4.2,3.4,1.5,1.1,0.4,3.3,23.3,2,0,1.3,G,185.42,185.0,0.06373283196838851,0.09266408571428572
5793,2016,Patrick Beverley,7,HOU,27,71,35,28.7,9.9,3.6,8.4,43.4,1.7,4.4,40.0,0.8,1.2,68.2,1.0,2.5,3.5,3.4,1.3,1.3,0.4,3.3,22.9,1,0,1.9,G,185.42,185.0,0.05563979292180073,0.06373283196838851
5794,2017,Patrick Beverley,8,HOU,28,67,46,30.7,9.5,3.4,8.1,42.0,1.6,4.3,38.2,1.1,1.4,76.8,1.4,4.4,5.9,4.2,1.5,1.5,0.4,3.3,26.9,6,0,5.3,G,185.42,185.0,0.049347966506002816,0.05563979292180073
5795,2018,Patrick Beverley,0,LAC,29,11,5,30.3,12.2,4.4,10.8,40.3,2.2,5.5,40.0,1.3,1.5,82.4,1.5,2.6,4.1,2.9,2.3,1.7,0.5,3.1,25.7,0,0,2.3,G,185.42,185.0,0.11311783030969397,0.049347966506002816
5796,2012,Ish Smith,3,ORL,23,26,12,9.0,2.8,1.2,3.1,38.3,0.1,0.3,33.3,0.3,0.4,70.0,0.3,1.1,1.3,1.6,0.5,0.6,0.1,0.6,8.2,0,0,-1.5,G,182.88,175.0,0.0167862438010191,0.01696988491489215
5797,2013,Ish Smith,4,MIL,24,52,14,9.9,2.4,1.1,3.1,35.2,0.2,0.5,29.6,0.1,0.1,42.9,0.2,0.9,1.2,1.7,0.7,0.4,0.2,0.5,7.3,0,0,-1.1,G,182.88,175.0,0.029154285261238404,0.0167862438010191
5798,2014,Ish Smith,5,PHX,25,70,39,14.4,3.7,1.7,4.0,42.3,0.0,0.3,4.3,0.3,0.6,56.4,0.4,1.4,1.8,2.6,0.9,0.7,0.2,0.9,11.5,0,0,-0.2,G,182.88,175.0,0.015722885714285716,0.029154285261238404
5799,2015,Ish Smith,6,PHI,26,55,24,15.1,6.1,2.6,6.7,39.0,0.3,1.1,30.0,0.6,1.0,59.6,0.3,1.5,1.8,3.3,1.4,0.7,0.1,0.9,14.1,0,0,-1.9,G,182.88,175.0,0.06373283196838851,0.015722885714285716
5800,2016,Ish Smith,7,PHI,27,77,16,29.1,12.6,5.2,12.6,41.1,0.7,2.2,32.9,1.6,2.3,69.3,0.6,3.4,4.0,6.5,2.3,1.1,0.3,1.7,29.2,12,0,-4.5,G,182.88,175.0,0.06054918107232599,0.06373283196838851
5801,2017,Ish Smith,8,DET,28,81,37,24.1,9.4,4.1,9.2,43.9,0.3,1.3,26.7,0.9,1.3,70.6,0.3,2.6,2.9,5.2,1.4,0.8,0.4,1.6,22.7,3,0,0.6,G,182.88,175.0,0.05889917442990508,0.06054918107232599
5802,2018,Ish Smith,0,DET,29,82,39,24.9,10.9,4.7,9.8,48.6,0.4,1.2,34.7,1.0,1.4,69.8,0.3,2.4,2.7,4.4,1.3,0.8,0.2,1.7,22.5,3,0,0.5,G,182.88,175.0,0.05497526113249038,0.05889917442990508
5803,2012,Jeremy Lin,3,NYK,23,35,20,26.9,14.6,4.9,10.9,44.6,0.7,2.1,32.0,4.2,5.2,79.8,0.5,2.5,3.1,6.2,3.6,1.6,0.3,2.2,29.4,7,0,4.1,G,190.5,200.0,0.08904378056885767,0.08614154779133071
5804,2013,Jeremy Lin,4,HOU,24,82,45,32.2,13.4,4.8,10.9,44.1,1.1,3.1,33.9,2.6,3.4,78.5,0.4,2.6,3.0,6.1,2.9,1.6,0.4,2.5,29.1,9,0,1.6,G,190.5,200.0,0.23624733211765636,0.08904378056885767
5805,2014,Jeremy Lin,5,HOU,25,71,48,28.9,12.5,4.2,9.3,44.6,1.2,3.2,35.8,3.1,3.7,82.3,0.5,2.2,2.6,4.1,2.5,1.0,0.4,2.3,23.4,3,1,2.5,G,190.5,200.0,0.03055714285714286,0.23624733211765636
5806,2015,Jeremy Lin,6,LAL,26,74,19,25.8,11.2,3.7,8.8,42.4,0.9,2.4,36.9,2.9,3.6,79.5,0.4,2.3,2.6,4.6,2.2,1.1,0.4,2.6,23.7,3,0,-3.4,G,190.5,200.0,0.1219767162720542,0.03055714285714286
5807,2016,Jeremy Lin,7,CHA,27,78,47,26.3,11.7,3.8,9.3,41.2,1.0,2.9,33.6,3.1,3.7,81.5,0.5,2.7,3.2,3.0,1.9,0.7,0.5,2.1,22.1,1,0,1.1,G,190.5,200.0,0.12109836214465199,0.1219767162720542
5808,2017,Jeremy Lin,8,BKN,28,36,13,24.5,14.5,4.9,11.1,43.8,1.6,4.3,37.2,3.2,3.9,81.6,0.3,3.4,3.8,5.1,2.4,1.2,0.4,2.2,29.0,3,0,-2.3,G,190.5,200.0,0.12287100099146944,0.12109836214465199
5809,2012,Jeff Adrien,3,HOU,26,8,5,7.8,2.6,0.9,2.0,43.8,0.0,0.0,0.0,0.9,1.5,58.3,0.6,2.1,2.8,0.1,0.3,0.0,0.3,1.6,6.6,0,0,-1.8,F,200.66,245.0,0.015612041786669847,0.011256219419750534
5810,2013,Jeff Adrien,4,CHA,27,52,13,13.7,4.0,1.4,3.2,42.9,0.0,0.0,0.0,1.3,1.9,65.0,1.3,2.5,3.8,0.7,0.6,0.3,0.5,1.5,11.6,1,0,-1.8,F,200.66,245.0,0.019308618092444302,0.015612041786669847
5811,2012,Chris Johnson,3,NOP,26,27,13,6.5,2.0,0.7,1.5,48.8,0.0,0.0,0.0,0.6,0.7,78.9,0.6,0.9,1.5,0.1,0.6,0.2,0.3,1.2,5.0,0,0,-1.3,F-G,198.12,206.0,0.015612041786669847,0.008762077045000346
5812,2013,Kyrie Irving,3,CLE,21,59,19,34.7,22.5,8.2,18.1,45.2,1.8,4.7,39.1,4.2,4.9,85.5,0.6,3.1,3.7,5.9,3.2,1.5,0.4,2.5,38.1,4,0,-3.0,G,190.5,193.0,0.11828944739554427,0.10081766901276436
5813,2014,Kyrie Irving,4,CLE,22,71,28,35.2,20.8,7.5,17.4,43.0,1.7,4.8,35.8,4.1,4.8,86.1,0.7,2.9,3.6,6.1,2.7,1.5,0.3,2.3,37.2,7,1,-3.1,G,190.5,193.0,0.23439285714285715,0.11828944739554427
5814,2015,Kyrie Irving,5,CLE,23,75,52,36.4,21.7,7.7,16.5,46.8,2.1,5.0,41.5,4.2,4.9,86.3,0.7,2.4,3.2,5.2,2.5,1.5,0.3,1.9,36.2,6,0,5.6,G,190.5,193.0,0.1873539509044751,0.23439285714285715
5815,2016,Kyrie Irving,6,CLE,24,53,37,31.5,19.6,7.4,16.6,44.8,1.6,4.9,32.1,3.2,3.6,88.5,0.8,2.1,3.0,4.7,2.3,1.1,0.3,2.0,32.1,1,0,3.9,G,190.5,193.0,0.1904133087099997,0.1873539509044751
5816,2017,Kyrie Irving,7,CLE,25,72,47,35.1,25.2,9.3,19.7,47.3,2.5,6.1,40.1,4.1,4.6,90.5,0.7,2.5,3.2,5.8,2.5,1.2,0.3,2.2,39.7,8,0,4.6,G,190.5,193.0,0.1973042731351049,0.1904133087099997
5817,2018,Kyrie Irving,0,BOS,26,60,41,32.2,24.4,8.9,18.1,49.1,2.8,6.8,40.8,3.9,4.4,88.9,0.6,3.2,3.8,5.1,2.3,1.1,0.3,2.0,38.4,1,0,4.3,G,190.5,193.0,0.29083745647791825,0.1973042731351049
5818,2013,Derrick Williams,3,MIN,22,78,29,24.6,12.0,4.3,10.1,43.0,0.8,2.5,33.2,2.5,3.5,70.6,1.2,4.3,5.5,0.6,1.3,0.6,0.5,1.6,21.3,8,0,-2.5,F,203.2,240.0,0.10592033616110362,0.09020399120639411
5819,2014,Derrick Williams,4,SAC,23,78,29,23.3,8.0,2.6,6.2,42.7,0.3,1.3,26.3,2.4,3.3,71.8,0.9,3.2,4.1,0.7,1.0,0.6,0.3,1.5,15.7,5,0,-2.3,F,203.2,240.0,0.06285714285714286,0.10592033616110362
